f1,f2
0.5456519094402674,0.26935959016364275
0.6214584778549257,0.22144293431515127
0.29012968512336734,0.47106151028801935
0.20578099390076737,0.557476495664835
0.2809256472712836,0.4786870861315004
0.5143991128158847,0.2935483394145955
0.3692263760062017,0.4001330838621744
0.48339921561667465,0.31344275655106574
0.2583821080836342,0.5003080475060505
0.53578890038856,0.27691943764021715
0.9344718591442542,0.03895250704309363
0.3608277341131207,0.4084069333048982
0.6619167774319232,0.19428750286974852
0.7662369442597514,0.13222156813861385
0.5619715442480278,0.2595882398336408
0.7480446314167006,0.1422894849077588
0.8666412237647096,0.07966559673612575
0.8825658713590325,0.06960590074718156
0.847831865884445,0.08696675513528271
0.3051777996607391,0.4564958492188596
0.11031576650685224,0.6776055119831921
0.22290912832966345,0.5383560308397983
0.2549153325033785,0.5054365292598089
0.39167516909371425,0.3818904116079728
0.23246257499726727,0.5286115909836865
0.09503761781780616,0.7028737565621535
0.7203713374524817,0.15863744811954875
0.7335161187865205,0.15139317090542198
0.49749820934400246,0.30267360389109643
0.517150212552898,0.2906919582170448
0.43167552434062334,0.35162599095778535
0.133522192047694,0.645184343715871
0.07731242164698388,0.7331508194876204
0.6998963006817756,0.17098377991029132
0.1014495997061649,0.6911201892563693
0.24724093239658887,0.5113290100711032
0.41908714059326446,0.3597137915114247
0.5958020877941745,0.23711629136368875
0.6782221329935797,0.18373513953092796
0.4441432855881818,0.3419707449642404
0.04196261463982415,0.8079863740682321
0.6408887715035808,0.20708434230602454
0.5879066418437517,0.240740939044235
0.14304554086593024,0.6334336398057551
0.8911910519960529,0.06343098966955509
0.01625691209409036,0.8857175660986198
0.5767030743584654,0.24893690009833844
0.11918234684457606,0.6651759345106281
0.26639717603050794,0.49596452335526375
0.3385892173803159,0.42679929393637156
0.3155296938993957,0.44644397292962335
0.4526605963031427,0.33516948972707333
0.19166035298994935,0.5725886216416483
0.5681438706305519,0.25402315318791674
0.32072876619484747,0.4436315333534333
0.23642465852922262,0.5236665297253706
0.7134650147552823,0.16144645224500512
0.02242978993475267,0.8578773685550566
0.32882082171196214,0.43700339415765876
0.032881276830768344,0.829392053998844
0.9680718172886329,0.02267644347181436
0.7581387657190993,0.13563991484205665
0.1366390732658606,0.6409707542203318
0.060476470539790314,0.766711783393378
0.4575694558006654,0.3300565299751928
0.8338893789684292,0.0920619392861652
0.1517019377568456,0.6224673728852355
0.8177031513907775,0.10169035221345221
0.15955392716696254,0.6115401911627671
0.08508707975991933,0.7171154755829828
0.41172134236617725,0.36745035928490166
0.35057056735910597,0.41567018261978167
0.17344591714516044,0.5958795864563662
0.5268532070428056,0.2829484295082422
0.29255344677873485,0.4669554952307377
0.3479482884817329,0.420023352484738
0.9156419157123226,0.05046740019480527
0.05165227361296501,0.7842690709079689
0.39906350911775246,0.3756043013922085
0.9964285284047187,0.007277779971820417
0.7833739034562179,0.1229109732317013
0.0003680755942257474,0.9942919832118094
0.5820790091473749,0.24499488942028863
0.37326952762444876,0.3973812824560268
0.4890884291607631,0.3064768134190645
0.19865465180014025,0.5617013980376627
0.07055925874170946,0.7453924548868145
0.4699646895595515,0.32183423947212475
0.6502405632352891,0.20072755815845506
0.40436363734554936,0.3733876954211627
0.2731612689514348,0.48567069242756067
0.8085488562599541,0.10871436530077769
0.6861511771963803,0.178509997556587
0.006514952628568715,0.932254101345018
0.3811256106203392,0.39242575775786787
0.18112106326640148,0.5819207311541167
0.6326290613501006,0.21161456316333463
0.6114292579960197,0.22486309844733937
0.7956982906440585,0.11867692051664795
0.1677883558957894,0.600304831750012
