f1,f2,f3
0.10738562349500015,0.15762672532918456,0.23610169553324617
0.14153983070165854,0.17365058886935547,0.18585668418753068
0.18217691740835015,0.016625766096909703,0.30223805864369013
0.22301295339529806,0.16564380041292767,0.11237345600434347
0.016050346588991377,0.4242569854663794,0.06072001354006827
0.06982442011767817,0.25254155017981567,0.17869171523783897
0.1695260694384908,0.2624536585957525,0.0690299968698453
0.07338777675754701,0.011248395085871587,0.4164120343743611
0.0642922128656716,0.17721832556131814,0.25951792260721285
0.026132834955932393,0.3540440003614685,0.12090438622449785
0.25298406512222954,0.051846838040942374,0.19619260236067307
0.2505053092624228,0.11947996721041099,0.13103501044052193
0.1256952871032295,0.11432764729701574,0.2610168884656106
0.10776574230868291,0.03311952149528103,0.360147700818541
0.22882201796004703,0.23444882879170809,0.0377883527598998
0.022413761098972862,0.028466383943787456,0.4501373966607582
0.13227230943936166,0.3037595436418991,0.06501842182263017
0.1118677035911597,0.35139957712096614,0.03777699029736128
0.07891388238856364,0.12818602183198488,0.2939314633965395
0.10250873679929899,0.27310643451223837,0.12539421917707816
0.34159976348793564,0.08444860283453416,0.07508215468727031
0.16424898346755468,0.06798622669556997,0.26879662386580594
0.18975076675634245,0.08634395832152982,0.22491672753188371
0.12169609853366488,0.2221468508556253,0.15721892511405955
0.19395704171456424,0.14804456487983503,0.1590074258815745
0.39495736550154203,0.04734469637191852,0.058739273985281885
0.02766007351606231,0.4514335177970335,0.021919031577554572
0.01295929388394034,0.10084371154702844,0.38722811184610395
0.3250305056617218,0.010900435563184435,0.16509256353967947
0.00968719774372027,0.2843970668017575,0.2070180561758911
0.09303586118625368,0.20197765762485426,0.20600534039918095
0.04905695307217596,0.05677099460869353,0.39518720811473335
0.2186269770170584,0.10282672735003945,0.17955665791500774
0.04779558601078873,0.1109497960919445,0.34237208499159155
0.08669517322080335,0.08068445172990972,0.33365659187292246
0.08119537751346853,0.32506211250578915,0.09476125577486584
0.0005542632634225076,0.4998162268606466,0.0006431772996191418
0.05593267218170881,0.37589132638548267,0.06919468129873578
0.1703434558539137,0.19378242857626674,0.136867882634103
0.3671468654789658,0.030986242786007825,0.10292501386427576
0.0005422452794860136,0.0006349499114802614,0.499850636753878
0.30806827830829475,0.17223437379352027,0.02070476990240279
0.18647654162165783,0.29996510627336537,0.014600651224790158
0.4995060603881683,0.0005801549407982619,0.0009890834331544426
0.22858105998621422,0.03098964665586343,0.24145960081509502
0.2830894281991814,0.13172917147076652,0.0862885185051886
0.2549846530880842,0.18296373410167088,0.06307711889887041
0.2753871078023829,0.07670454764390391,0.14896436521547363
0.14661737990830645,0.2428249985885704,0.11157981765280353
0.31497887782519585,0.065501611070183,0.12052092096818694
0.16139620131159782,0.12971222155282214,0.20990682855682366
0.44874732072728524,0.020970150605244597,0.03130479392817855
0.1990752462646112,0.21219388794602284,0.08973596398084148
0.4052233998958364,0.08294360425770118,0.012855053832395632
0.049013106392045154,0.3029587732148798,0.14913872840494233
0.08092898216947123,0.4072390602183049,0.012855081172541347
0.3341684155160913,0.12218232440061064,0.044715706162254704
0.040093209772269885,0.22643392114906813,0.2344997124940257
0.13289438289505562,0.060307752920603655,0.3078104057546185
0.022671090049188044,0.17000590641228727,0.3083511097359007
