f1,f2
0.7234720113598829,0.47659466120968225
0.42467673211432755,0.8196533781602507
0.9362495901053821,0.12344370485110463
0.9066881223668584,0.17792617144107042
0.5899241230175581,0.6519945967935747
0.562348913942607,0.6837695463191859
0.4727429602081311,0.7765180412386103
0.48831032214433073,0.7615600302289199
0.9536665386595838,0.09052504260662243
0.7337409216841952,0.46163116328885606
0.7857850047155316,0.3825476126610882
0.8268323003664786,0.3163580971116695
0.2398404186153073,0.9424812303904603
0.3106302379109839,0.9035150732181951
0.6704571706632265,0.5504926904784383
0.6273261906921676,0.6064662669364433
0.8579267340022804,0.2639666212429973
0.6385244445694225,0.5922907797608719
0.26471996666945125,0.9299265592519325
0.7649708289886384,0.41482489562061675
0.5762353953346191,0.6679599261926068
0.5035918408456121,0.7464009413376846
0.6811020979855861,0.5361041811269369
0.38959492517708527,0.8482206519016781
0.649278630491756,0.5784433720740298
0.9995439573669109,0.0009186987957061574
0.8689760454896036,0.2448870259008435
0.8474054643851977,0.28191412518540004
0.4072655187017192,0.83413806211144
0.8802677882498715,0.22513529640375807
0.37120838284464736,0.8622076891037795
0.44114516191161135,0.8053957529251976
0.7020792631499161,0.5070904480359446
0.921531073303055,0.15078549395410729
0.8926087005079907,0.20325593607766473
0.5336675188674659,0.7152044149505743
0.3316001178198096,0.8900471901503475
0.4570850277461662,0.7910764116803385
0.602785004240215,0.6366580736710441
0.9734675963725119,0.05236723218762179
0.8370736972896433,0.29931540599113227
0.7128936854765388,0.4917872130695352
0.5481423340653491,0.6995440754916561
0.8062617571898171,0.34994789830864287
0.18161109069472478,0.9670205493712865
0.14583352685725706,0.9787363929010727
4.7930367710287414e-05,1.0000038722946254
0.2884221387104028,0.9168177960518658
0.10268641464549502,0.9894581084443813
0.659773745412,0.5647040767371203
0.7754251775201865,0.3987211382290145
0.6914020297929443,0.5219681639295922
0.7960277700533602,0.36634516111017024
0.6156885033024027,0.62093384583843
0.8164250664762919,0.33345517317704887
0.35171071110967767,0.8763029715612289
0.7440904309295491,0.446334930323936
0.7544102946573925,0.43087027000302464
0.21232678718815692,0.9549216633588252
0.5187928852912864,0.7308590559660068
