f1,f2,f3
0.7932123700326594,0.03286813087481266,5.120859348336936
0.8052536631525556,0.6769386933638731,4.385245411954569
0.010269753455602493,0.00656958828658788,6.876547488169934
0.7835288114703298,0.7768649260858499,3.863157822820224
0.7481191544770076,0.6156427689301249,4.985738608033224
0.13258306958611285,0.039523962222584585,6.428532526167865
0.1617494845562823,0.820598674134402,4.586118818748371
0.6725614703673772,0.023067212224242684,6.098797310830604
0.7515186177874771,0.820598674134402,3.741572326440082
0.16000682604412375,0.0014221279731213565,6.334833075960118
0.1707597554072113,0.6180148693444849,6.095645067842994
0.6795561311481821,0.8614271861045397,4.319684446519991
0.6948910020728282,0.8281420031316457,4.003476475365391
0.7087537085371595,0.0014221279731213565,5.635958535496357
0.8301438072766647,0.713714361159254,4.076054620127464
0.1575987704291637,0.6516290014962026,5.651586403950753
0.6668535300241979,0.839016087212135,4.3699193978590465
0.7111176661393047,0.6939075296511679,4.758099174982748
0.7617785729778577,0.06558714832222844,5.236813870867697
0.8033009560494352,0.6610995573837735,4.475834512642124
0.8096718586743804,0.06933704607308389,5.034508936734659
0.1427966791860802,0.722974372599643,5.339238407101878
0.7015761724158638,0.6627515860819742,5.027758133620707
0.7049783906076904,0.03300707159252882,5.715163271578979
0.8098637109670831,0.8165333348275895,3.3496732689219493
0.00041302322977107564,0.0006970914217995696,7.118128592519894
0.654456210176536,0.8586989525870197,4.473535235054474
0.6901787397330987,0.758426720954453,4.542940625703967
0.7273493883707355,0.7592094031882621,4.179076877510477
0.7267970387516746,0.007335497825488091,5.51159560959083
0.8372664336234855,0.7714875313340981,3.518956634605298
0.7838519894262815,0.8165554908091024,3.5222472535515683
0.8319003462053672,0.7574488457092933,3.660686407943071
0.20898223117354653,0.6933005794812492,5.5001391615968105
0.9018284410061128,0.8547202345374184,3.274833569715153
0.015424867431203748,0.8192906185235033,5.07095294991086
0.8035831794290119,0.7378666096390175,3.8869513833495732
0.6898219419168069,0.6156427689301249,5.470222848941229
0.726116834692971,0.722974372599643,4.4946227859654515
0.8540009566384941,0.7228437420781312,4.030553820925071
0.6723418374663298,0.7295377272684712,4.776689393147913
0.7715905477198132,0.7228437420781312,4.259765886650076
0.8082731810802972,0.6156427689301249,4.710824976417753
0.8376902578906783,0.6208622924619172,4.673366270798908
0.7501894322275395,0.821705116153627,3.8632468536411673
0.8527096264410541,0.6779665997441138,4.088975253480863
0.7716176208883764,0.8412518437890265,3.605612794830071
0.03866251805500748,0.8582126619947112,4.992662057520089
0.13087797140064794,0.8164893839919345,4.753303872039192
0.786376815904519,0.8281420031316457,3.369407945580883
0.8692769821582162,0.028615158263457674,4.859397710928236
0.6695380899092239,0.839016087212135,4.321019984967094
0.015424867431203748,0.7332652451676374,5.4423297920608205
0.038134644716805784,0.00882942645851914,6.4718377170214305
0.7261829862831025,0.6156427689301249,5.3101613976369935
0.13229915723999763,0.6438582286741281,6.0102336604384385
0.8527096264410541,0.7256279334920193,3.6756277755843936
0.8261437681670889,0.6970062824078131,4.095970106854574
0.8052536631525556,0.6769386933638731,4.385245411954569
0.15319554930946438,0.7499760365397916,4.898286426573291
