f1,f2,f3
0.2776807093378623,0.9636558190397324,0.05736880542563642
0.01527765119876217,0.780959195966113,0.6293825171404155
0.9420720871460692,0.013164668534843594,0.34401443663369713
0.9037009856879542,0.43292732276344037,0.014863628068310455
0.8102353836609273,0.5898879451331005,0.024207208399395632
0.9170482529200978,0.27439047468622535,0.29954121548473295
0.4771591321537392,0.7417850393589236,0.4756036255611746
0.3398842020697906,0.7739758551986119,0.5376193550856813
0.7782355780134848,0.5911082383301269,0.21772749318966278
0.018238522242177743,0.5347615398727684,0.8472331856388112
0.4522619658318072,0.7030802462290511,0.5554428212988737
0.44568673072309256,0.44223845425530733,0.7799215986726526
0.440282736270122,0.034378441691933014,0.900136940218361
0.00572321707409756,1.0066054588501006,0.005622673397052545
0.6456141678247665,0.671553039627045,0.3663498374441724
0.5235898698415534,0.7779871452984196,0.3548980014047314
0.3802103347116272,0.8460357585155315,0.37526415673098984
0.620528873664475,0.4517730397403607,0.6454205609570944
0.6624985617232291,0.5144970362877535,0.5475945823727774
0.007095872148069317,0.33611636630983643,0.9442897514528025
0.02635662889979885,0.7098211387078202,0.7088199780841121
0.7421997940815553,0.5408454404316152,0.39984690577555804
1.0014307730362997,0.0023997508778479497,0.006418228325990134
0.0034890732626116257,0.9789185215564674,0.21334758894830316
0.3113731969770944,0.4972290501887132,0.8120660111065954
0.33189975070287425,0.9117135934034881,0.2820831822393417
0.5139271420598631,0.8582969892492406,0.042670237840406786
0.07874390542736484,0.9247849579803734,0.3755021102696702
0.8720764418091476,0.2882553945267007,0.39718445296488686
0.33540442285515754,0.02623175310238544,0.9457598113567983
0.4104019498930596,0.9132174832579838,0.019324198280571286
0.25367742938678484,0.29507084468496436,0.9224975079791238
0.07258071015301742,0.6273209980078723,0.7793329144486573
0.631303661506762,0.7695049574011841,0.10852154422095399
0.6037706731232882,0.6297951024294154,0.49629155332047786
0.008911479368770587,0.003711507545881301,1.0039529453534795
0.1678264127366111,0.8642609897220834,0.47770364973032897
0.8308371150744801,0.13432930440923643,0.5429101820998318
0.9660203658126878,0.15618566073946005,0.21202948923163062
0.017444161034634822,0.8307011603348842,0.5595759139362755
0.4909670465514737,0.6166930739208482,0.6185144761548932
0.5370692816652165,0.04206559750304714,0.8439069414210824
0.7102661029614737,0.7047707769401359,0.014750197801972861
0.022105446915833812,0.462945167377977,0.8905990726182714
0.6822298774513349,0.09770185904948177,0.7271149092064569
0.7798508272909437,0.00028453648222083846,0.6315443245940372
0.7144968550944728,0.2425788999563089,0.6615665245882933
0.5069731364012383,0.302100139689311,0.810853023929196
0.8915850143885953,0.03761313513106639,0.4539136237792592
0.8546850889676715,0.5092981584790616,0.11988088840009023
0.27901571500910244,0.699226338757102,0.6633230961837452
0.9502102644710256,0.32107396182141573,0.00324072803509544
0.8055049138854853,0.3990438680220611,0.44470696834270423
0.60579925014785,0.024250171696635545,0.797391589656163
0.36945286571305813,0.5899759494119715,0.7202738030849465
0.5704149574296836,0.3942376581252948,0.7248852298718116
0.7584749744648681,0.3574407629567547,0.5474395678926051
0.336685448465648,0.38305642294092046,0.8634454738498575
0.5123155876844858,0.5216358430102453,0.6847039376958213
0.19023790332105484,0.014148706781361929,0.982885555647366
